surface,symbol,entrezgene or _id,ensembl_id,pdb_id,name
CREB-binding protein,CREBBP,1387,ENSG00000005339,"['1JSP', '1LIQ', '1RDT', '1WO3', '1WO4', '1WO5', '1WO6', '1WO7', '1ZOQ', '2D82', '2KJE', '2KWF', '2L84', '2L85', '2LXS', '2LXT', '2N1A', '2RNY', '3DWY', '3P1C', '3P1D', '3P1E', '3P1F', '3SVH', '4A9K', '4N3W', '4N4F', '4NR4', '4NR5', '4NR6', '4NR7', '4NYV', '4NYW', '4NYX', '4OUF', '4TQN', '4TS8', '4WHU', '4YK0', '5CGP', '5DBM', '5EIC', '5ENG', '5EP7', '5GH9', '5H85', '5I83', '5I86', '5I89', '5I8B', '5I8G', '5J0D', '5JEM', '5KTU', '5KTW', '5KTX', '5LPJ', '5LPL', '5MME', '5MMG', '5MPK', '5MPN', '5MPZ', '5MQE', '5MQG', '5MQK', '5NLK', '5NRW', '5NU3', '5OWK', '5SVH', '5TB6', '5W0E', '5W0F', '5W0L', '5W0Q', '5XXH', '6ALB', '6ALC', '6AXQ', '6AY3', '6AY5', '6DMK', '6ES5', '6ES6', '6ES7', '6FQO', '6FQT', '6FQU', '6FR0', '6FRF', '6M64', '6QST', '6SQE', '6SQF', '6SQM', '6SXX', '6YIJ', '6YIK', '6YIL', '6YIM', '7CO1', '7JFL', '7JFM']",CREB binding protein
CREB-binding-protein,CREBBP,1387,ENSG00000005339,"['1JSP', '1LIQ', '1RDT', '1WO3', '1WO4', '1WO5', '1WO6', '1WO7', '1ZOQ', '2D82', '2KJE', '2KWF', '2L84', '2L85', '2LXS', '2LXT', '2N1A', '2RNY', '3DWY', '3P1C', '3P1D', '3P1E', '3P1F', '3SVH', '4A9K', '4N3W', '4N4F', '4NR4', '4NR5', '4NR6', '4NR7', '4NYV', '4NYW', '4NYX', '4OUF', '4TQN', '4TS8', '4WHU', '4YK0', '5CGP', '5DBM', '5EIC', '5ENG', '5EP7', '5GH9', '5H85', '5I83', '5I86', '5I89', '5I8B', '5I8G', '5J0D', '5JEM', '5KTU', '5KTW', '5KTX', '5LPJ', '5LPL', '5MME', '5MMG', '5MPK', '5MPN', '5MPZ', '5MQE', '5MQG', '5MQK', '5NLK', '5NRW', '5NU3', '5OWK', '5SVH', '5TB6', '5W0E', '5W0F', '5W0L', '5W0Q', '5XXH', '6ALB', '6ALC', '6AXQ', '6AY3', '6AY5', '6DMK', '6ES5', '6ES6', '6ES7', '6FQO', '6FQT', '6FQU', '6FR0', '6FRF', '6M64', '6QST', '6SQE', '6SQF', '6SQM', '6SXX', '6YIJ', '6YIK', '6YIL', '6YIM', '7CO1', '7JFL', '7JFM']",CREB binding protein
c-src,Csk,12988,ENSMUSG00000032312,1JEG,c-src tyrosine kinase
CTNNB1,CTNNB1,1499,ENSG00000168036,"['1G3J', '1JDH', '1JPW', '1LUJ', '1P22', '1QZ7', '1T08', '1TH1', '2G57', '2GL7', '2Z6H', '3DIW', '3FQN', '3FQR', '3SL9', '3SLA', '3TX7', '4DJS', '6M90', '6M91', '6M92', '6M93', '6M94', '6O9B', '6O9C', '6WLX', '6WNX', '7AFW', '7AR4']",catenin beta 1
CUB,cub,46426,,,currant bun
cut1+,cut1,45425733,,,cutinase Cut1
cut2+,cut2,2539641,SPBC14C8.01c,,securin cut2
CYBB,CYBB,1536,ENSG00000165168,3A1F,cytochrome b-245 beta chain
cyclin A,a,50518,ENSMUSG00000027596,,nonagouti
cyclin E-associated kinase,CDKN1A,513497,ENSBTAG00000008353,,cyclin dependent kinase inhibitor 1A
cyclin-dependent kinase inhibitors,Cdkn2c,12580,ENSMUSG00000028551,,cyclin dependent kinase inhibitor 2C
cytokeratin,cki,30328,,,type I cytokeratin
cytokines,Hrec,492842,,,hemotopoietic response to early cytokines
cytoskeletal,PALLD,23022,ENSG00000129116,"['2DM2', '2DM3']","palladin, cytoskeletal associated protein"
DBR1,DBR1,51163,ENSG00000138231,,debranching RNA lariats 1
DDC2,LCD1,852110,YDR499W,"['5OMD', '5X6O', '6Z2W', '6Z2X', '6Z3A']",Lcd1p
Death receptors,FADD,8772,ENSG00000168040,"['1A1W', '1A1Z', '1E3Y', '1E41', '2GF5', '3EZQ', '3OQ9', '6ACI']",Fas associated via death domain
death receptors,FADD,8772,ENSG00000168040,"['1A1W', '1A1Z', '1E3Y', '1E41', '2GF5', '3EZQ', '3OQ9', '6ACI']",Fas associated via death domain
delta-catenin,ARVCF,421,ENSG00000099889,,ARVCF delta catenin family member
desmin,DES,1674,ENSG00000175084,,desmin
destrin,Dstn,56431,ENSMUSG00000015932,,destrin
DFG9,PEA2,856892,YER149C,,Pea2p
DHFR,DHFR,1719,ENSG00000228716,"['1BOZ', '1DHF', '1DLR', '1DLS', '1DRF', '1HFP', '1HFQ', '1HFR', '1KMS', '1KMV', '1MVS', '1MVT', '1OHJ', '1OHK', '1PD8', '1PD9', '1PDB', '1S3U', '1S3V', '1S3W', '1U71', '1U72', '1YHO', '2C2S', '2C2T', '2DHF', '2W3A', '2W3B', '2W3M', '3EIG', '3F8Y', '3F8Z', '3F91', '3FS6', '3GHC', '3GHV', '3GHW', '3GI2', '3GYF', '3L3R', '3N0H', '3NTZ', '3NU0', '3NXO', '3NXR', '3NXT', '3NXV', '3NXX', '3NXY', '3NZD', '3OAF', '3S3V', '3S7A', '4DDR', '4G95', '4KAK', '4KBN', '4KD7', '4KEB', '4KFJ', '4M6J', '4M6K', '4M6L', '4QHV', '4QJC', '5HPB', '5HQY', '5HQZ', '5HSR', '5HSU', '5HT4', '5HT5', '5HUI', '5HVB', '5HVE', '6A7C', '6A7E', '6DAV', '6DE4', '6VCJ', '7ESE']",dihydrofolate reductase
dihydrofolate reductase,DHFR,1719,ENSG00000228716,"['1BOZ', '1DHF', '1DLR', '1DLS', '1DRF', '1HFP', '1HFQ', '1HFR', '1KMS', '1KMV', '1MVS', '1MVT', '1OHJ', '1OHK', '1PD8', '1PD9', '1PDB', '1S3U', '1S3V', '1S3W', '1U71', '1U72', '1YHO', '2C2S', '2C2T', '2DHF', '2W3A', '2W3B', '2W3M', '3EIG', '3F8Y', '3F8Z', '3F91', '3FS6', '3GHC', '3GHV', '3GHW', '3GI2', '3GYF', '3L3R', '3N0H', '3NTZ', '3NU0', '3NXO', '3NXR', '3NXT', '3NXV', '3NXX', '3NXY', '3NZD', '3OAF', '3S3V', '3S7A', '4DDR', '4G95', '4KAK', '4KBN', '4KD7', '4KEB', '4KFJ', '4M6J', '4M6K', '4M6L', '4QHV', '4QJC', '5HPB', '5HQY', '5HQZ', '5HSR', '5HSU', '5HT4', '5HT5', '5HUI', '5HVB', '5HVE', '6A7C', '6A7E', '6DAV', '6DE4', '6VCJ', '7ESE']",dihydrofolate reductase
dipeptidyl peptidase IV,IV,8114,,,"inversus situs, viscerum"
DNA-PK,prkdc.L,373602,,,"protein kinase, DNA-activated, catalytic subunit L homeolog"
DR4,DR4,843668,AT1G73330,,drought-repressed 4
DR5,,ASIC013520,ASIC013520,,TRAIL receptor2 KILLER/DR5-like protein
dystrophin,DMD,1756,ENSG00000198947,"['1DXX', '1EG3', '1EG4', '3UUN']",dystrophin
dystrophin related protein,DRP2,1821,ENSG00000102385,,dystrophin related protein 2
E-APC,eff,41785,FBgn0011217,,effete
E-Cad,shg,37386,FBgn0003391,,shotgun
E-cad,shg,37386,FBgn0003391,,shotgun
E-cadherin,LOC655649,655649,TC004820,,E-cadherin
E-CD,Cdk7,31441,FBgn0263237,,Cyclin-dependent kinase 7
EF-1alpha,EF-1ALPHA,Phyra71250,Phyra71250,,Translation elongation factor 1 alpha
EGF,EGF,1950,ENSG00000138798,"['1IVO', '1JL9', '1NQL', '1P9J', '2KV4', '3NJP']",epidermal growth factor
EGF receptor,EGF,1950,ENSG00000138798,"['1IVO', '1JL9', '1NQL', '1P9J', '2KV4', '3NJP']",epidermal growth factor
EGFR,EGFR,1956,ENSG00000146648,"['1DNQ', '1DNR', '1IVO', '1M14', '1M17', '1MOX', '1NQL', '1XKK', '1YY9', '1Z9I', '2EB2', '2EB3', '2EXP', '2EXQ', '2GS2', '2GS6', '2GS7', '2ITN', '2ITO', '2ITP', '2ITQ', '2ITT', '2ITU', '2ITV', '2ITW', '2ITX', '2ITY', '2ITZ', '2J5E', '2J5F', '2J6M', '2JIT', '2JIU', '2JIV', '2KS1', '2M0B', '2M20', '2N5S', '2RF9', '2RFD', '2RFE', '2RGP', '3B2U', '3B2V', '3BEL', '3BUO', '3C09', '3G5V', '3G5Y', '3GOP', '3GT8', '3IKA', '3LZB', '3NJP', '3OB2', '3OP0', '3P0Y', '3PFV', '3POZ', '3QWQ', '3UG1', '3UG2', '3VJN', '3VJO', '3VRP', '3VRR', '3W2O', '3W2P', '3W2Q', '3W2R', '3W2S', '3W32', '3W33', '4G5J', '4G5P', '4HJO', '4I1Z', '4I20', '4I21', '4I22', '4I23', '4I24', '4JQ7', '4JQ8', '4JR3', '4JRV', '4KRL', '4KRM', '4KRO', '4KRP', '4LI5', '4LL0', '4LQM', '4LRM', '4R3P', '4R3R', '4R5S', '4RIW', '4RIX', '4RIY', '4RJ4', '4RJ5', '4RJ6', '4RJ7', '4RJ8', '4TKS', '4UIP', '4UV7', '4WD5', '4WKQ', '4WRG', '4ZAU', '4ZJV', '4ZSE', '5C8K', '5C8M', '5C8N', '5CAL', '5CAN', '5CAO', '5CAP', '5CAQ', '5CAS', '5CAU', '5CAV', '5CNN', '5CNO', '5CZH', '5CZI', '5D41', '5EDP', '5EDQ', '5EDR', '5EM5', '5EM6', '5EM7', '5EM8', '5FED', '5FEE', '5FEQ', '5GMP', '5GNK', '5GTY', '5GTZ', '5HCX', '5HCY', '5HCZ', '5HG5', '5HG7', '5HG8', '5HG9', '5HIB', '5HIC', '5J9Y', '5J9Z', '5JEB', '5LV6', '5SX4', '5SX5', '5U8L', '5UG8', '5UG9', '5UGA', '5UGB', '5UGC', '5UWD', '5WB7', '5WB8', '5X26', '5X27', '5X28', '5X2A', '5X2C', '5X2F', '5X2K', '5XDK', '5XDL', '5XGM', '5XGN', '5XWD', '5Y25', '5Y9T', '5YU9', '5ZTO', '5ZWJ', '6ARU', '6B3S', '6D8E', '6DUK', '6JRJ', '6JRK', '6JRX', '6JWL', '6JX0', '6JX4', '6JXT', '6JZ0', '6LUB', '6LUD', '6P1D', '6P1L', '6P8Q', '6S89', '6S8A', '6S9B', '6S9C', '6S9D', '6TFU', '6TFV', '6TFW', '6TFY', '6TFZ', '6TG0', '6TG1', '6V5N', '6V5P', '6V66', '6V6K', '6V6O', '6VH4', '6VHN', '6VHP', '6WA2', '6WAK', '6WXN', '6XL4', '6Z4B', '6Z4D', '7A2A', '7AEI', '7AEM']",epidermal growth factor receptor
EID-1,EID2B,126272,ENSG00000176401,,EP300 interacting inhibitor of differentiation 2B
eIF3,EIF3,63843346,,,translation initiation factor SUI1
EMA,Ema,107924,,,electrophoretic mobility and agglutinibility
END5,VRP1,851051,YLR337C,,Vrp1p
END6,RVS161,850367,YCR009C,,amphiphysin-like protein RVS161
epidermal growth factor,EGF,1950,ENSG00000138798,"['1IVO', '1JL9', '1NQL', '1P9J', '2KV4', '3NJP']",epidermal growth factor
epithelial membrane antigen,EPCAM,4072,ENSG00000119888,"['4MZV', '6I07']",epithelial cell adhesion molecule
ERCC1,ERCC1,2067,ENSG00000012061,"['1Z00', '2A1I', '2A1J', '2JNW', '2JPD', '2MUT', '6SXA', '6SXB']","ERCC excision repair 1, endonuclease non-catalytic subunit"
ERCC2,ERCC2,2068,ENSG00000104884,"['5IVW', '5IY6', '5IY7', '5IY8', '5IY9', '5OF4', '6NMI', '6O9L', '6O9M', '6RO4', '6TUN', '7EGB', '7EGC', '7ENA', '7ENC', '7LBM', '7NVR', '7NVW', '7NVX', '7NVY', '7NVZ', '7NW0']","ERCC excision repair 2, TFIIH core complex helicase subunit"
ERK,Erk,692466,,,extracellular regulated MAP kinase
ERK1,ERK1,4850864,,,Extracellular signal-regulated kinase 1 (ERK1) (MAP kinase 1) (MAPK 1)
erythrocyte transferase,LANCL1,540559,ENSBTAG00000015066,,LanC like 1
extracellular signal-regulated protein kinases,MAPK6,5597,ENSG00000069956,"['6YKY', '6YLC', '6YLL', '7AQB']",mitogen-activated protein kinase 6
ezrin,EZR,7430,ENSG00000092820,"['1NI2', '4RM8', '4RM9', '4RMA']",ezrin
Factor-XIIIa,F13A1,395420,ENSGALG00000012802,,coagulation factor XIII A chain
FADD,FADD,8772,ENSG00000168040,"['1A1W', '1A1Z', '1E3Y', '1E41', '2GF5', '3EZQ', '3OQ9', '6ACI']",Fas associated via death domain
FAF,faf,43749,FBgn0005632,,fat facets
FAP,FAP,2191,ENSG00000078098,"['1Z68', '6Y0F']",fibroblast activation protein alpha
Fas,FAS,355,ENSG00000026103,"['1BZI', '1DDF', '2NA7', '3EWT', '3EZQ', '3THM', '3TJE']",Fas cell surface death receptor
Fas ligand,FAS,355,ENSG00000026103,"['1BZI', '1DDF', '2NA7', '3EWT', '3EZQ', '3THM', '3TJE']",Fas cell surface death receptor
ferritin heavy chain,ferritin,100205436,,,soma ferritin-like
FH proteins,FH,2271,ENSG00000091483,"['3E04', '5D6B', '5UPP', '6EBT', '6V8F', '6VBE']",fumarate hydratase
fibronectin,FN1,2335,ENSG00000115414,"['1E88', '1E8B', '1FBR', '1FNA', '1FNF', '1FNH', '1J8K', '1O9A', '1OWW', '1Q38', '1QGB', '1QO6', '1TTF', '1TTG', '2CG6', '2CG7', '2CK2', '2CKU', '2EC3', '2FN2', '2FNB', '2GEE', '2H41', '2H45', '2HA1', '2MNU', '2N1K', '2OCF', '2RKY', '2RKZ', '2RL0', '3CAL', '3EJH', '3GXE', '3M7P', '3MQL', '3R8Q', '3T1W', '3ZRZ', '4GH7', '4JE4', '4JEG', '4LXO', '4MMX', '4MMY', '4MMZ', '4PZ5', '5DC0', '5DC4', '5DC9', '5DFT', '5J6Z', '5J7C', '5M0A', '5N47', '5N48', '6HNF', '6MFA', '6MSV', '6NAJ', '6XAX', '6XAY', '7NWL']",fibronectin 1
fibronectin receptor,RECEPTOR,443145,,,neuropilin-1
FLICE,FLASH,36455,FBgn0033806,,FLICE-associated huge protein
flk-1,KDR,102412057,,,kinase insert domain receptor
fusion,TFPT,29844,,,TCF3 fusion partner
Fyn,FYN,2534,ENSG00000010810,"['1A0N', '1AOT', '1AOU', '1AVZ', '1AZG', '1EFN', '1FYN', '1G83', '1M27', '1NYF', '1NYG', '1SHF', '1ZBJ', '2DQ7', '2MQI', '2MRJ', '2MRK', '3H0F', '3H0H', '3H0I', '3UA6', '3UA7', '4D8D', '4EIK', '4U17', '4U1P', '4ZNX', '5ZAU', '6EDF', '6IPY', '6IPZ']","FYN proto-oncogene, Src family tyrosine kinase"
gamma-catenin,Dact3,101722298,ENSHGLG00000005393,,dishevelled binding antagonist of beta catenin 3
GBD,GMORB2_7118,55973341,,,Drf GBD
gelatin,Mmp7,25335,ENSRNOG00000010507,,matrix metallopeptidase 7
gelsolin,GSN,2934,ENSG00000148180,"['1C0F', '1C0G', '1D4X', '1DEJ', '1EQY', '1ESV', '1H1V', '1KCQ', '1MDU', '1NLV', '1NM1', '1NMD', '1P8X', '1P8Z', '1SOL', '1T44', '1YAG', '1YVN', '2FF3', '2FF6', '2FH1', '2FH2', '2FH3', '2FH4', '3A5L', '3A5M', '3A5N', '3A5O', '3CI5', '3CIP', '3CJB', '3CJC', '3FFK', '3FFN', '3TU5', '4PKG', '4PKH', '4PKI', '4S10', '4Z94', '5DD2', '5FAE', '5FAF', '5H3M', '5H3N', '5O2Z', '5UBO', '5ZZ0', '6H1F', '6JCO', '6JEG', '6JEH', '6LJE', '6LJF', '6Q9R', '6Q9Z', '6QBF', '6QW3']",gelsolin
gephyrin,GPHN,10243,ENSG00000171723,1JLJ,gephyrin
GIC1,GIC1,856458,YHR061C,,Gic1p
glucocorticoid receptor,RECEPTOR,443145,,,neuropilin-1
glucokinase,GCK,2645,ENSG00000106633,"['1GLK', '1V4S', '1V4T', '3A0I', '3F9M', '3FGU', '3FR0', '3GOI', '3H1V', '3ID8', '3IDH', '3IMX', '3QIC', '3S41', '3VEV', '3VEY', '3VF6', '4DCH', '4DHY', '4ISE', '4ISF', '4ISG', '4IWV', '4IXC', '4L3Q', '4LC9', '4MLE', '4MLH', '4NO7', '4RCH', '5V4W', '5V4X', '6E0E', '6E0I']",glucokinase
GP,gp,14722,,,gaping lids
GPIIb,ITGA2B,403789,ENSCAFG00845007943,,integrin subunit alpha 2b
Gravin,Akap12,83397,ENSMUSG00000038587,,A kinase (PRKA) anchor protein (gravin) 12
GTBP,PPA38662,WBGene00277031,WBGene00277031,,Gtbp-1
H1,H1,109740,,,histocompatibility 1
H1(0),H1-0,100174762,,,"H1 histone family, member 0"
H3,H3,109741,,,histocompatibility 3
haemagglutinin neuraminidase,FLA31_gp7,40526540,,,haemagglutinin-neuraminidase
haemagglutinin-neuraminidase,FLA31_gp7,40526540,,,haemagglutinin-neuraminidase
HBx,HOX-2.4,407068,,,porcine homeobox
HCS77,SLG1,854170,YOR008C,,Slg1p
heat shock proteins,RhiXN_06301,67028580,,,heat shock proteins (HSP9 and HSP12) family protein
HECD-1,hecd-1,177486,WBGene00016405,,E3 ubiquitin-protein ligase hecd-1;HECT-type E3 ubiquitin transferase
HER-2,her,34992,FBgn0001185,,hermaphrodite
HGF,HGF,3082,ENSG00000019991,"['1BHT', '1GMN', '1GMO', '1GP9', '1NK1', '1SHY', '1SI5', '2HGF', '2QJ2', '3HMS', '3HMT', '3HN4', '3MKP', '3SP8', '4D3C', '4K3J', '4O3T', '4O3U', '5COE', '5CP9', '5CS1', '5CS3', '5CS5', '5CS9', '5CSQ', '5CT1', '5CT2', '5CT3', '7MO7', '7MO8', '7MO9', '7MOA', '7MOB']",hepatocyte growth factor
HHR23B,RAD23B,5887,ENSG00000119318,"['1P1A', '1PVE', '1UEL']","RAD23 homolog B, nucleotide excision repair protein"
Histone,Histone,3238920,,,hypothetical protein
histone,Histone,3238920,,,hypothetical protein
HMP-2,hmp-2,173338,WBGene00001979,"['4R0Z', '4R10', '4R11', '5XA5']",Beta-catenin-like protein hmp-2
HMR-1,hmr-1,173007,WBGene00001980,"['4R10', '4R11']",Cadherin-related hmr-1
HRG,HRG,3273,ENSG00000113905,,histidine rich glycoprotein
ICSBP,IRF8,101798500,,,interferon regulatory factor 8
IL-1alpha,IL1A,101691850,,,interleukin 1 alpha
INK4A,Cdkn2a,12578,ENSMUSG00000044303,"['1HN3', '1LNN']",cyclin dependent kinase inhibitor 2A
INK4a,Cdkn2a,12578,ENSMUSG00000044303,"['1HN3', '1LNN']",cyclin dependent kinase inhibitor 2A
insulin,INS,3630,ENSG00000254647,"['1A7F', '1AI0', '1AIY', '1B9E', '1BEN', '1EFE', '1EV3', '1EV6', '1EVR', '1FU2', '1FUB', '1G7A', '1G7B', '1GUJ', '1HIQ', '1HIS', '1HIT', '1HLS', '1HTV', '1HUI', '1IOG', '1IOH', '1J73', '1JCA', '1JCO', '1JK8', '1K3M', '1KMF', '1LKQ', '1LPH', '1MHI', '1MHJ', '1MSO', '1OS3', '1OS4', '1Q4V', '1QIY', '1QIZ', '1QJ0', '1RWE', '1SF1', '1SJT', '1SJU', '1T0C', '1T1K', '1T1P', '1T1Q', '1TRZ', '1TYL', '1TYM', '1UZ9', '1VKT', '1W8P', '1XDA', '1XGL', '1XW7', '1ZEG', '1ZEH', '1ZNJ', '2AIY', '2C8Q', '2C8R', '2CEU', '2G54', '2G56', '2H67', '2HH4', '2HHO', '2HIU', '2JMN', '2JUM', '2JUU', '2JUV', '2JV1', '2JZQ', '2K91', '2K9R', '2KJJ', '2KJU', '2KQP', '2KQQ', '2KXK', '2L1Y', '2L1Z', '2LGB', '2LWZ', '2M1D', '2M1E', '2M2M', '2M2N', '2M2O', '2M2P', '2MLI', '2MPG', '2MPI', '2MVC', '2MVD', '2N2V', '2N2W', '2N2X', '2OLY', '2OLZ', '2OM0', '2OM1', '2OMG', '2OMH', '2OMI', '2OMQ', '2QIU', '2R34', '2R35', '2R36', '2RN5', '2VJZ', '2VK0', '2W44', '2WBY', '2WC0', '2WRU', '2WRV', '2WRW', '2WRX', '2WS0', '2WS1', '2WS4', '2WS6', '2WS7', '3AIY', '3BXQ', '3E7Y', '3E7Z', '3EXX', '3FQ9', '3HYD', '3I3Z', '3I40', '3ILG', '3INC', '3IR0', '3JSD', '3KQ6', '3P2X', '3P33', '3Q6E', '3ROV', '3TT8', '3U4N', '3UTQ', '3UTS', '3UTT', '3V19', '3V1G', '3W11', '3W12', '3W13', '3W7Y', '3W7Z', '3W80', '3ZI3', '3ZQR', '3ZS2', '3ZU1', '4AIY', '4AJX', '4AJZ', '4AK0', '4AKJ', '4CXL', '4CXN', '4CY7', '4EFX', '4EWW', '4EWX', '4EWZ', '4EX0', '4EX1', '4EXX', '4EY1', '4EY9', '4EYD', '4EYN', '4EYP', '4F0N', '4F0O', '4F1A', '4F1B', '4F1C', '4F1D', '4F1F', '4F1G', '4F4T', '4F4V', '4F51', '4F8F', '4FG3', '4FKA', '4GBC', '4GBI', '4GBK', '4GBL', '4GBN', '4IUZ', '4IYD', '4IYF', '4NIB', '4OGA', '4P65', '4RXW', '4UNE', '4UNG', '4UNH', '4WDI', '4XC4', '4Y19', '4Y1A', '4Z76', '4Z77', '4Z78', '5AIY', '5BOQ', '5BPO', '5BQQ', '5BTS', '5C0D', '5CJO', '5CNY', '5CO2', '5CO6', '5CO9', '5E7W', '5EMS', '5EN9', '5ENA', '5HPR', '5HPU', '5HQI', '5HRQ', '5HYJ', '5MAM', '5MHD', '5MT3', '5MT9', '5MWQ', '5T7R', '5UDP', '5UOZ', '5UQA', '5URT', '5URU', '5USP', '5USS', '5USV', '5UU2', '5UU3', '5UU4', '5VIZ', '5WBT', '5WDM', '5WOB', '6B3Q', '6B70', '6BFC', '6CE7', '6CE9', '6CEB', '6CK2', '6GNQ', '6GV0', '6H3M', '6HN5', '6JK8', '6JR3', '6K59', '6NWV', '6O17', '6P4Z', '6S34', '6S4I', '6S4J', '6SOF', '6TC2', '6TYH', '6U46', '6VEP', '6VER', '6VES', '6VET', '6X4X', '6Z7W', '6Z7Y', '7BW7', '7BW8', '7BWA', '7NHU']",insulin
Insulin-like growth factor-I,Igf1r,16001,ENSMUSG00000005533,6PYH,insulin-like growth factor I receptor
interleukin-1alpha,IL1A,101691850,,,interleukin 1 alpha
iota toxin,A9498_RS32010,39691972,,,iota toxin protein Ib
IRF1,IRF1,3659,ENSG00000125347,,interferon regulatory factor 1
islet glucokinase,GCKR,2646,ENSG00000084734,"['4BB9', '4BBA', '4LY9', '4MQU', '4MRO', '4MSU', '4OHK', '4OHM', '4OHO', '4OHP', '4OLH', '4OP1', '4OP2', '4OP3', '4PX2', '4PX3', '4PX5', '4PXS']",glucokinase regulator
islet-type glucokinase,PDX1,3651,ENSG00000139515,6F8F,pancreatic and duodenal homeobox 1
K114E profilin,profilin,543782,Solyc08g066110.3,,profilin protein
KDR,KDR,3791,ENSG00000128052,"['1VR2', '1Y6A', '1Y6B', '1YWN', '2M59', '2MET', '2MEU', '2OH4', '2P2H', '2P2I', '2QU5', '2QU6', '2RL5', '2X1W', '2X1X', '2XIR', '3B8Q', '3B8R', '3BE2', '3C7Q', '3CJF', '3CJG', '3CP9', '3CPB', '3CPC', '3DTW', '3EFL', '3EWH', '3KVQ', '3S35', '3S36', '3S37', '3U6J', '3V2A', '3V6B', '3VHE', '3VHK', '3VID', '3VNT', '3VO3', '3WZD', '3WZE', '4AG8', '4AGC', '4AGD', '4ASD', '4ASE', '5EW3', '5OYJ', '6GQO', '6GQP', '6GQQ', '6XVJ', '6XVK']",kinase insert domain receptor
keratin,keratin,103189121,ENSCMIG00000019435,,"keratin, type I cytoskeletal 19"
Ki-67,MKI67,4288,ENSG00000148773,"['1R21', '2AFF', '5J28']",marker of proliferation Ki-67
lactic dehydrogenase,NEWENTRY,2828609,,,Record to support submission of GeneRIFs for a gene not in Gene (Lactic dehydrogenase virus; lactate dehydrogenase-elevating virus LDV).
laminin,Lamb1,16777,ENSMUSG00000002900,"['4AQS', '5MC9']",laminin B1
LIM kinase,LIM,102702451,OB03G21890,,LIM domain-containing protein WLIM2a
LIMK1,LIMK1,3984,ENSG00000106683,"['3S95', '5HVJ', '5HVK', '5L6W', '5NXC', '6WLY', '7ATS', '7ATU']",LIM domain kinase 1
LIMK1-,LOC101391040,101391040,,,elastin
LIMK2,LIMK2,3985,ENSG00000182541,"['1X6A', '4TPT', '5NXD']",LIM domain kinase 2
LIM-kinases,PDLIM7,9260,ENSG00000196923,2Q3G,PDZ and LIM domain 7
LIMKs,TESK2,10420,ENSG00000070759,,testis associated actin remodelling kinase 2
liver-,PFKL,5211,ENSG00000141959,,"phosphofructokinase, liver type"
MAb 0811,mab,47848,,,malformed abdomen
macrophage profilin,profilin,543782,Solyc08g066110.3,,profilin protein
mDia,Malapachy_4097,28730428,,,coeffector of mdia rho gtpase
MDP2,VRP1,851051,YLR337C,,Vrp1p
MEC2,Mec2,32905,FBgn0030993,,Mec2
MEK,Mek,692467,BGIBMGA001458,,MAP kinse-ERK kinase
methyltransferase,AS3MT,57412,ENSG00000214435,,arsenite methyltransferase
MgATPase,MYL12B,103910,ENSG00000118680,,myosin light chain 12B
MHC,Mhc,35007,FBgn0264695,5W1A,Myosin heavy chain
Mhc36B,Mhc,35007,FBgn0264695,5W1A,Myosin heavy chain
MHC-IIB,LOC103461570,103461570,,,"HLA class II histocompatibility antigen, DRB1-8 beta chain-like"
MID2,MID2,11043,ENSG00000080561,"['2DJA', '2DMK']",midline 2
MLH1,MLH1,4292,ENSG00000076242,"['3RBN', '4P7A', '5U5P']",mutL homolog 1
MLL,,ISCW020986,ISCW020986,,"Mll protein, putative"
MORT1,fadd.L,108713779,,,Fas associated via death domain L homeolog
MORT-1,ZNF667-AS1,100128252,ENSG00000166770,,ZNF667 antisense RNA 1 (head to head)
MRF4,myf6,109967831,,,myogenic factor 6
MRS11,Malapachy_2796,28729158,,,mrs11-subunit of the tim22-complex
MRS5,MRS5,4851296,,,subunit of the TIM22-complex involved in mitochondrial biogenesis
MSH2,MSH2,4436,ENSG00000095002,"['2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '3THW', '3THX', '3THY', '3THZ']",mutS homolog 2
msh2,MSH2,4436,ENSG00000095002,"['2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '3THW', '3THX', '3THY', '3THZ']",mutS homolog 2
MSH3,MSH3,4437,ENSG00000113318,"['3THW', '3THX', '3THY', '3THZ']",mutS homolog 3
msh3,MSH3,4437,ENSG00000113318,"['3THW', '3THX', '3THY', '3THZ']",mutS homolog 3
MSH6,MSH6,2956,ENSG00000116062,"['2GFU', '2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '6OQM']",mutS homolog 6
msh6,MSH6,2956,ENSG00000116062,"['2GFU', '2O8B', '2O8C', '2O8D', '2O8E', '2O8F', '6OQM']",mutS homolog 6
Munc18-2,stxbp1.S,399128,,,syntaxin binding protein 1 S homeolog
Munc-18-2,STXBP2,403880,ENSCAFG00845027713,,syntaxin binding protein 2
muscarinic receptor,RECEPTOR,443145,,,neuropilin-1
muscarinic receptors,CHRM4,1132,ENSG00000180720,"['5DSG', '6D9H', '6KP6']",cholinergic receptor muscarinic 4
muscle,PFKM,5213,ENSG00000152556,4OMT,"phosphofructokinase, muscle"
muscle LIM,LIM,102702451,OB03G21890,,LIM domain-containing protein WLIM2a
muscle tropomyosin,LOC120088236,120088236,,,"tropomyosin, muscle"
